PvT-330wp canadian
1.1025,0
1.00246,24.4
1.00287,24.3
1.00287,24.3
1.00328,24.2
1.00328,24.2
1.00369,24.1
1.0041,24
1.0041,24
1.00451,23.9
1.00492,23.8
1.00492,23.8
1.00533,23.7
1.00574,23.6
1.00574,23.6
1.00615,23.5
1.00615,23.5
1.00656,23.4
1.00656,23.4
1.00656,23.4
1.00697,23.3
1.00697,23.3
1.00738,23.2
1.00738,23.2
1.00738,23.2
1.00779,23.1
1.00779,23.1
1.0082,23
1.0082,23
1.0082,23
1.00861,22.9
1.00861,22.9
1.00861,22.9
1.00902,22.8
1.00861,22.9
1.00861,22.9
1.00861,22.9
1.0082,23
1.00794375,23.0625
1.007303125,23.21875
1.00415125,23.9875
1,25
0.998283125,25.41875
0.9902625,27.375
0.98354875,29.0125
0.968609375,32.65625
0.96202375,34.2625
0.95310625,36.4375
0.948314375,37.60625
0.948365625,37.59375
0.935758125,40.66875
0.929659375,42.15625
0.9228175,43.825
0.92686625,42.8375
0.91641125,45.3875
0.920331875,44.43125
0.9037525,48.475
0.90165125,48.9875
0.898525,49.75
0.89591125,50.3875
0.890863125,51.61875
0.879536875,54.38125
0.879229375,54.45625
0.884559375,53.15625
0.87454,55.6
0.87448875,55.6125
0.87674375,55.0625
0.86967125,56.7875
0.8721825,56.175
0.861650625,58.74375
0.86649375,57.5625
0.85388625,60.6375
0.8455325,62.675
0.849094375,61.80625
0.859703125,59.21875
0.860830625,58.94375
0.863495625,58.29375
0.85747375,59.7625
0.857704375,59.70625
0.858319375,59.55625
0.860881875,58.93125
0.85675625,59.9375
0.863546875,58.28125
0.86136875,58.8125
0.87674375,55.0625
0.86967125,56.7875
0.86608375,57.6625
0.872618125,56.06875
0.87889625,54.5375
0.88750625,52.4375
0.890709375,51.65625
0.886506875,52.68125
0.89355375,50.9625
0.90124125,49.0875
0.905879375,47.95625
0.9099025,46.975
0.9174875,45.125
0.9271225,42.775
0.92778875,42.6125
0.932939375,41.35625
0.94183125,39.1875
0.941498125,39.26875
0.9412675,39.325
0.9502875,37.125
0.959948125,34.76875
0.971505,31.95
0.9759125,30.875
0.975835625,30.89375
0.981268125,29.56875
0.98785375,27.9625
0.98893,27.7
0.98934,27.6
0.98975,27.5
0.99016,27.4
0.99057,27.3
0.99098,27.2
0.99098,27.2
0.99139,27.1
0.9918,27
0.99221,26.9
0.99262,26.8
0.99262,26.8
0.99303,26.7
0.99344,26.6
0.99385,26.5
0.99385,26.5
0.99426,26.4
0.99467,26.3
0.99508,26.2
0.99549,26.1
0.99549,26.1
0.9959,26
0.99631,25.9
0.99672,25.8
0.99713,25.7
0.99713,25.7
0.99754,25.6
0.99795,25.5
0.99836,25.4
